entry_id,temperature,humidity,label
620,26.3,92.4,0
621,26.4,92.3,0
622,26.4,92,0
623,26.3,92,0
624,26.3,92.1,0
625,26.3,92.4,0
626,26.3,92.2,0
627,26.3,91.9,0
628,26.4,92.4,0
629,26.3,91.9,0
630,26.3,92,0
631,26.3,92.1,0
632,26.3,92,0
633,26.3,92.4,0
634,26.4,92.2,0
635,26.3,92.3,0
636,26.4,92.5,0
637,26.4,92.3,0
638,26.4,92.1,0
639,26.5,91.8,0
640,26.4,91.7,0
641,26.4,91.9,0
642,26.3,92.1,0
643,26.4,92.3,0
644,26.4,92.2,0
645,26.4,92.2,0
646,26.4,92.8,0
647,26.4,92.3,0
648,26.5,92,0
649,26.5,92.3,0
650,26.5,91.7,0
651,26.5,91.8,0
652,26.4,91.8,0
653,26.5,91.9,0
654,26.5,92.6,0
655,26.5,92.1,0
656,26.5,91.6,0
657,26.4,92.6,0
658,26.6,92.9,0
659,26.6,91.9,0
660,26.5,92.1,0
661,26.5,91.8,0
662,26.5,91.8,0
663,26.4,91.9,0
664,26.5,92.3,0
665,26.5,92.3,0
666,26.5,91.9,0
667,26.5,91.3,0
668,26.5,91.7,0
669,26.4,92.2,0
670,26.5,92.8,0
671,26.6,92,0
672,26.5,91.6,0
673,26.4,91.5,0
674,26.4,91.9,0
675,28.7,83,0
676,28.7,83.6,0
677,28.7,84.4,0
678,28.7,84.3,0
679,28.6,83.2,0
680,28.6,84.9,0
681,28.6,83.7,0
682,28.5,84.1,0
683,28.5,83.3,0
684,28.4,84.6,0
685,28.3,84.8,0
686,28.3,85.5,0
687,28.3,85.4,0
688,28.3,85.2,0
689,28.3,85.5,0
690,28.4,85.5,0
691,28.2,85.4,0
692,28.4,85.5,0
693,28.4,84.9,0
694,28,85.2,0
695,28.4,85.2,0
696,27.7,82.7,1
697,27.6,84.7,1
698,27.8,83.2,1
699,27.9,82.5,1
700,28,82.5,1
701,28,82.5,1
702,28.1,81.8,1
703,28.1,79.9,1
704,28.2,78.3,1
705,28.2,79.1,1
706,28.3,79.3,1
707,28.4,77.6,1
708,28.4,76.7,1
709,28.4,76.8,1
710,28.5,79,1
711,28.5,79.1,1
712,28.5,72.6,1
713,28.6,75.1,1
714,28.7,75,1
715,28.6,74.9,1
716,28.6,74.6,1
717,28.6,77,1
718,28.6,77.1,1
719,28.4,77.4,1
720,28.3,78.9,1
721,28.4,77.9,1
722,28.4,76.6,1
723,28.4,77,1
724,28.4,77.4,1
725,28.4,77.4,1
726,28.5,77.9,1
727,28.5,77.7,1
728,28.4,77.6,1
729,28.5,78.8,1
730,28.5,78.7,1
731,28.6,78.6,1
732,28.3,78.2,1
733,28.6,78.4,1
734,28.5,77.9,1
735,28.1,75.3,1
736,28.4,76.9,1
737,28.3,73.8,1
738,28.3,78.6,1
739,28.1,71.8,1
740,28.1,79.2,1
741,28,72.6,1
742,27.9,73.5,1
743,27.8,74.2,1
744,27.7,74.4,1
745,27.5,73.6,1
746,27.2,73.9,1
747,27.1,80.7,1
748,27.2,82.7,1
749,27.4,82.8,1
750,27.4,78.6,1
751,27.4,75.1,1
752,27.2,78.2,1
753,27,81.6,1
754,27.3,82.8,1
755,27.5,81.3,1
756,27.6,82.2,1
757,27.6,79.7,1
758,27.6,82.2,1
759,27.7,81.9,1
760,27.8,81.6,1
761,27.7,81.2,1
762,28.1,81.3,1
763,28,81.1,1
764,28,80.8,1
765,28.1,80.6,1
766,28.1,77.8,1
767,28,75.4,1
768,27.6,75,1
769,27.2,77.7,1
770,27.1,78.5,1
771,26.9,76,1
772,26.7,80.1,1
773,26.6,78.8,1
774,26.3,78,1
775,25.8,79.3,1
776,25.5,80.7,1
777,25.1,81.4,1
778,24.8,83.3,1
779,24.5,84.3,1
780,24.3,86,1
781,24.1,87.4,1
782,24,88.1,1
783,23.9,89.3,1
784,23.8,89.9,1
785,23.7,90.3,1
786,23.4,90.2,1
787,23.4,90.4,1
788,23.5,91,1
789,23.7,92.3,1
790,24.1,92.5,1
791,24.4,91.7,1
792,24.7,92.1,1
793,24.8,92.6,1
794,24.8,92,1
795,25.1,91.5,1
796,25.2,91.5,1
797,25.7,90.7,1
798,25.3,90.3,1
799,25.1,88,1
800,24.9,88.5,1
801,24.7,87.1,1
802,24.5,89.6,1
803,24.5,90.1,1
804,24.4,90.3,1
805,24.4,90.2,1
806,24.4,89.6,1
807,24.3,89.8,1
808,24.2,89,1
809,24.1,90,1
810,24.1,90.3,1
811,24.1,90.5,1
812,24.1,91,1
813,24.1,90.6,1
814,24,90.7,1
815,24.1,91,1
816,24.1,91.4,1
817,24.2,91.9,1
818,24.3,92.4,1
819,24.4,91.3,1
820,24.4,91,1
821,24.3,90.9,1
822,24.4,91.1,1
823,24.3,91.8,1
824,24.5,91.8,1
825,24.4,90.8,1
826,24.5,90.6,1
827,24.4,90.6,1
828,24.3,90.6,1
829,24.3,90.8,1
830,24.3,91,1
831,24.4,90.8,1
832,24.4,90.5,1
833,24.4,91.1,1
834,24.5,92,1
835,24.7,92.5,1
836,24.9,92.6,1
837,25,92,1
838,25.2,92.2,1
839,25.3,91.4,1
840,25.5,90.7,1
841,25.5,90.1,1
842,25.6,90.5,1
843,25.7,90.3,1
844,25.8,89.9,1
845,25.8,89.6,1
846,25.8,90,1
847,25.9,90,1
848,26,89.7,1
849,26.1,88.8,1
850,29.5,74.7,1
851,29.4,75.2,1
852,29.4,74.1,1
853,29.4,74.3,1
854,29.3,73.6,1
855,29.3,73.8,1
856,29.3,74.6,1
857,29.2,74.3,1
858,29.2,74.2,1
859,29.1,75.4,1
860,29.1,74.4,1
861,29.1,74.4,1
862,29.2,79.8,1
863,29.2,78,1
864,29.3,78.2,1
865,29.3,78.6,1
866,29.3,77.2,1
867,29.3,77.5,1
868,29.3,76.2,1
869,29.3,75.7,1
870,29.2,75.8,1
871,29.2,75.3,1
872,29.2,76,1
873,29.2,76.2,1
874,29.2,77.5,1
875,29.3,77.4,1
876,29.3,78.1,1
877,29.3,76.6,1
878,29.3,77.3,1
879,29.4,76.7,1
880,29.3,76.3,1
881,29.6,74.8,1
882,29.4,75.6,1
883,29.4,76.3,1
884,29.4,75.2,1
885,29.3,75.7,1
886,29.3,76,1
887,29.3,76.2,1
888,29.2,76.2,1
889,29.2,76,1
890,29.2,76,1
891,29.1,74.6,1
892,29.1,75.8,1
893,29.1,75.6,1
894,29,75.6,1
895,29.1,75.9,1
896,29,76.2,1
897,29,76,1
898,29,76.1,1
899,29,76.4,1
900,29,76.7,1
901,29,76.6,1
902,29,76.8,1
903,29,77.1,1
904,28.9,77.2,1
905,29,77.2,1
906,29,77,1
907,29,77,1
908,29.1,77.3,1
909,29.1,77.2,1
910,29.1,77.2,1
911,29.1,77,1
912,29.1,76.8,1
913,29.1,77,1
914,29.1,77.2,1
915,29.1,77.1,1
916,29.1,77.5,1
917,29.1,77.3,1
918,29.1,77.3,1
919,29.1,77.3,1
920,29.1,77.5,1
921,29.1,77.4,1
922,29.1,77.4,1
923,29.1,77.5,1
924,29.1,77.5,1
925,29.1,77.6,1
926,29.1,77.5,1
927,29.1,77.6,1
928,29.1,77.6,1
929,29.1,77.7,1
930,29.1,77.7,1
931,29.1,77.7,1
932,29.1,77.7,1
933,29.1,77.8,1
934,29.1,77.8,1
935,29.1,77.7,1
936,29.1,77.9,1
937,29.1,78.1,1
938,29.1,78,1
939,29.1,77.8,1
940,29.1,77.9,1
941,29.2,77.9,1
942,29.2,77.9,1
943,29.2,77.9,1
944,29.2,77.9,1
945,29.2,78.2,1
946,29.2,78.1,1
947,29.2,77.6,1
948,29,77.7,1
949,29.2,77.9,1
950,29.2,78,1
951,29.1,77.9,1
952,29.2,78.1,1
953,29.2,78.1,1
954,29.1,78,1
955,29.1,78.3,1
956,29.2,78.2,1
957,29.2,78.6,1
958,29.2,78.2,1
959,29.1,78.1,1
960,29.2,78,1
961,29.2,78.2,1
962,29.2,78.2,1
963,29.2,78.2,1
964,29.2,78.3,1
965,29.2,78.2,1
966,29.2,78.2,1
967,29.2,78.2,1
968,29.3,78.2,1
969,29.2,78.1,1
970,29.3,77.9,1
971,29.3,78,1
972,29.3,78.1,1
973,29.3,78,1
974,29.3,78.1,1
975,29.3,78,1
976,29.3,76.6,1
977,29.3,77.5,1
978,29.3,78.4,1
979,29.4,78.3,1
980,29.3,77.9,1
981,29.3,77.9,1
982,29.3,78,1
983,29.3,78,1
984,29.3,77.7,1
985,29.3,77.2,1
986,29.3,78.1,1
987,29.3,78.4,1
988,29.3,78.2,1
989,29.2,78.3,1
990,29.3,77.6,1
991,29.3,78.1,1
992,29.3,77.7,1
993,29.3,74.6,1
994,29.3,76.2,1
995,29.3,77.8,1
996,29.3,77.6,1
997,29.3,77.3,1
998,29.3,77.9,1
999,29.3,78,1
1000,29.3,75.3,1
1001,29.3,75.1,1
1002,29.2,77.6,1
1003,29.2,77.9,1
1004,29.2,74.5,1
1005,29.2,74,1
1006,29.2,74,1
1007,29.1,72.8,1
1008,28.9,72.9,1
1009,29,74.3,1
1010,29,74.3,1
1011,29,73.5,1
1012,28.9,74.3,1
1013,28.9,74.3,1
1014,28.9,74.3,1
1015,28.8,74.2,1
1016,28.8,75.2,1
1017,28.8,72.6,1
1018,28.7,73.6,1
1019,28.7,74.6,1
1020,28.7,75.4,1
1021,28.7,77.6,1
1022,28.7,74.5,1
1023,28.7,74.1,1
1024,28.6,74,1
1025,28.7,74.5,1
1026,28.6,75.6,1
1027,28.6,76.5,1
1028,28.7,76.3,1
1029,28.6,74,1
1030,28.6,75.5,1
1031,28.7,75.2,1
1032,28.4,75.1,1
1033,28.6,77.1,1
1034,28.6,76.7,1
1035,28.6,76.9,1
1036,28.6,76.4,1
1037,28.6,74.5,1
1038,28.6,76.1,1
1039,28.6,76.6,1
1040,28.6,76.3,1
1041,28.6,76.3,1
1042,28.6,77.3,1
1043,28.6,78.3,1
1044,28.6,78.1,1
1045,28.7,77.2,1
1046,28.6,77,1
1047,28.6,77.3,1
1048,28.6,78,1
1049,28.6,78.6,1
1050,28.7,78.7,1
1051,28.7,78.8,1
1052,28.6,78.7,1
1053,28.7,79,1
1054,28.7,79.2,1
1055,28.7,79.4,1
1056,28.7,78.3,1
1057,28.6,79,1
1058,28.7,77.8,1
1059,28.7,79.3,1
1060,28.7,79.3,1
1061,28.7,78.6,1
1062,28.7,78.8,1
1063,28.7,77.3,1
1064,28.7,78.8,1
1065,28.7,79,1
1066,28.7,77.1,1
1067,28.6,78.5,1
1068,28.7,79.1,1
1069,28.7,79.5,1
1070,28.7,79.8,1
1071,28.7,79.5,1
1072,28.7,79.6,1
1073,28.7,79.6,1
1074,28.7,79.3,1
1075,28.6,79.5,1
1076,28.6,79.5,1
1077,28.6,79.2,1
1078,28.6,79,1
1079,28.7,79.1,1
1080,28.7,79.6,1
1081,28.6,79,1
1082,28.7,79.6,1
1083,28.7,79.6,1
1084,28.6,79.2,1
1085,28.6,79.3,1
1086,28.7,79.3,1
1087,28.6,79.1,1
1088,28.6,79.3,1
1089,28.6,79.5,1
1090,28.7,79.3,1
1091,28.7,79.6,1
1092,28.7,78.6,1
1093,28.6,79.3,1
1094,28.7,79.5,1
1095,28.7,79.3,1
1096,28.7,78.7,1
1097,29,78.7,1
1098,28.7,79,1
1099,28.7,79.2,1
1100,28.7,79,1
1101,28.7,78.9,1
1102,28.8,77.4,1
1103,28.7,79,1
1104,28.6,77.9,1
1105,28.7,79.3,1
1106,28.7,79.2,1
1107,28.7,79,1
1108,28.7,79.4,1
1109,28.7,79.6,1
1110,28.7,79.8,1
1111,28.7,78.4,1
1112,28.5,77.3,1
1113,28.6,78.8,1
1114,28.6,79.1,1
1115,28.6,78.9,1
1116,28.5,79,1
1117,28.5,79.1,1
1118,28.5,79.7,1
1119,28.5,79.8,1
1120,28.5,80.2,1
1121,28.4,79.5,1
1122,28.4,76.9,1
1123,28.3,75,1
1124,28.2,74.8,1
1125,28.2,77,1
1126,28.2,73.3,1
1127,28.1,73.2,1
1128,28,73.6,1
1129,28,73.6,1
1130,27.9,75.1,1
1131,28.1,75.2,1
1132,27.9,76.7,1
1133,27.9,73.5,1
1134,28.1,79.7,1
1135,27.8,76,1
1136,27.9,75.9,1
1137,27.9,76.8,1
1138,27.9,76.9,1
1139,27.9,77.1,1
1140,27.9,74.9,1
1141,27.8,76.2,1
1142,27.7,77.8,1
1143,27.7,74.4,1
1144,27.6,77.1,1
1145,27.6,73.6,1
1146,27.5,73.2,1
1147,27.4,76.6,1
1148,27.4,78.8,1
1149,27.7,75.3,1
1150,27.2,75,1
1151,27.1,75.2,1
1152,27,77.4,1
1153,27,78.1,1
1154,27.1,77.2,1
1155,27,75.9,1
1156,26.9,77.4,1
1157,27,81.2,1
1158,27.3,78.3,1
1159,27.1,79.6,1
1160,27.1,74.9,1
1161,27,75.5,1
1162,26.9,76.9,1
1163,26.8,77.6,1
1164,26.7,74.9,1
1165,26.6,76.8,1
1166,26.6,79,1
1167,26.5,77.3,1
1168,26.5,77.1,1
1169,26.5,78.9,1
1170,26.5,82.4,1
1171,26.6,79.6,1
1172,26.6,79.1,1
1173,26.6,77.1,1
1174,26.7,81.6,1
1175,26.7,77.5,1
1176,26.8,82.6,1
1177,26.9,77,1
1178,26.8,72,1
1179,26.8,78,1
1180,26.8,78.3,1
1181,26.8,73.9,1
1182,26.8,81.4,1
1183,26.9,79.5,1
1184,27,81,1
1185,27.1,81.4,1
1186,27.2,80.3,1
1187,27.2,77,1
1188,27.2,78.8,1
1189,27.2,75.7,1
1190,27.4,77.4,1
1191,27.2,78.1,1
1192,27.3,77,1
1193,27.2,77,1
1194,27.3,76.9,1
1195,27.3,73.3,1
1196,27.3,73.1,1
1197,27.3,76.4,1
1198,27.2,68.3,1
1199,27.2,69,1
1200,27.1,70.1,1
1201,26.8,68.7,1
1202,26.6,70.8,1
1203,26.4,71.6,1
1204,26.2,72.3,1
1205,26.1,72.6,1
1206,26,75.1,1
1207,25.9,74.2,1
1208,25.7,74.5,1
1209,25.7,75.1,1
1210,25.7,77,1
1211,25.5,76.4,1
1212,25.5,76.2,1
1213,25.6,78.8,1
1214,25.6,75.7,1
1215,25.5,75.1,1
